ulid,text
01K5JTN4GC2PMFF37GEGN8WP1Y,Malaking tulong sa natin ang media
01K5JTN5KTFHXZNEM3BXAEXNPE,kung hindi lang nasisilaw sa pera.
01K5JTN6QPM009FA23KHRV4FMQ,"Mga kababayan,"
01K5JTN7V76V5WNV3DK7KEZXX2,imulat nyo ang mata nyo.
01K5JTN8YC7Q3BVTR1Y3GT07V2,Lahat kayo pwedeng maging bayani.
01K5JTNA1W6MS7WX17H4YSA2WW,Mahalin nyo lang ang Pilipinas
01K5JTNB5DPMHEV52WMRD8NNNA,at magkaroon ng tapat na hangarin.
01K5JTNC8X5CV5T4PC3KE75BKR,Mahalin ng kapwa.
01K5JTNDBY8CHT17Q54749ZFTS,"Kapwa Pinoy, magkaroon ng tapat na"
01K5JTNEFK6XC0SSNZVQ1B9GMN,"servisyo. Sa ganung paraan naman,"
01K5JTNFJYCXPRQ1PHXTFHA3RR,hindi masayang ang buhay na aming sinakrifisyo.
01K5JTNGNXG9270PABPJ4TJN57,Makasayang kong sinyan!
01K5JTNHSGKMMEE54DQCXA6TJ4,Buhay!
01K5JTNJWY23JQWEVBBVYZAFFF,Viva si sinyong!
01K5JTNM0E89GGYKJYSM5YNTQR,Viva!
01K5JTNN477CA81F8DFCBTCXCY,Who was interested first?
01K5JTNNBNC4W8NVQ86DPTQMRV,Who said I love you first?
01K5JTNNJK537GBEJEAEZ2XZB1,Who's more protective?
01K5JTNNSPBNZ0277RW7HJCQYN,Who cleans more?
01K5JTNP0NKRBPTY7ZETW1TGK9,Who eats the most?
01K5JTNP82MTTEDMHPQ81MYKX5,Who spends the most money?
01K5JTNPFHTKNBTZ8J12KSB1R4,Who is most likely to start an argument?
01K5JTNPQHPZ4W5PNYBEHW9Z7B,That's the way it is
01K5JTNPZWJXH8139TYYWT57FX,"No eschema boys, they're the motherfucking great bitch"
01K5JTNQ8R0KPVX2D0K7QHSD5M,"Separate stay the same, make you know my nepotation"
01K5JTNQHM38CX32RE68ZVB020,"I don't talk about it, I just spin it, that's the basic"
01K5JTNQTN24EGKHFWC44DXK4N,You don't really wanna be the one to have to run up turn and face it
01K5JTNR3E79GHRGT4KZ1FXSJC,You motherfucking really wanna be the one to follow my little brother when I'm in the base at best
01K5JTNRCAE8G0R60S72TFG8EF,I'ma be the one to get a motherfucking job and do the basic and rip so quick on that
01K5JTNRMQFPYSRFJ30CHV2V4S,"Do what is on, like give me the flow, I'm taking it my own, I'm gonna pop out for the full class"
01K5JTNRWYJRJ244SF8AMK0EBQ,"You better be the best player when the fate's on my back, I don't need that motherfucking hooman"
01K5JTNS5JDC4MPQH3EMHGJBG7,I'm better from the judge than from the drug they do sit this out
01K5JTNSDHCJJTC0H5NPR82DR5,"I'm trying to make my brothers proud, you know I'm doing it now"
01K5JTNSNTVBMVCZ467DETFH2G,"These other rappers can't compete, they fucking hate when they down"
01K5JTNSY992AN1MGZZR26W0D7,"I can't write nothing down, they just can't keep my name out, they melt"
01K5JTNT8EK2611XGY8JBTTTME,I wanna lock in your heart
01K5JTNTH95QEB70VYA7T3G123,I think we're closing up
01K5JTNTSJKWV4A53N286ATSCK,"Could I lock in your heart, baby?"
01K5JTNV2WCNK7DK1ZWB4QQPD4,I'm holding you in my arms
01K5JTNVCFVAMRMDABNDGCMKWE,siya
01K5JTNVRYAK3EA0X34CA214TY,Sumakay ako sa Jeepney
01K5JTNW35ARGFYGV8HJWF2JE7,Ikaw ang nakatabi
01K5JTNWCKDPJQN7JZZQKH37NP,Hindi makapaniwala
01K5JTNWPN6SG3E992ZA07GZ54,Parang mahiwag ang nadama
01K5JTNX0DYE455012TSM73DB9,Nung tumama sayo ang aking mga mata
01K5JTNXBXT97EZC6NARFCW9PS,At nagsiksikan na
01K5JTNXNKKD74EXP4H1WAM3VM,Dahil umigil ang Jeepney
01K5JTNXYT23A0QDSYBWWQ75JB,Sa tapad ng skwela
01K5JTNY9YFVFQHN7SJNGW9E2H,Migil ang nagkadikit
01K5JTNYKR7V9X69DZ4BEWXH36,Puso ko'y iblang sunikip
01K5JTNYXPDY1K6G3DR4650NN4,At natulala
01K5JTNZ8B6TMQEV6496VNH918,Sa pinili walang hiwa ka
01K5JTNZJSM7N7EZYFY5RJJ99H,Kapawalay
01K5JTNZWMET3W39XZVM6K46B5,Ano itong nadarama?
01K5JTP0861MKNFQ6TQWAC4Z6K,bootleg video
01K5JTP0ZWACJZZCT8PAER7CAH,Kaya yun kung nakikipag-usap na sa lalaking n'yo.
01K5JTP18A3WY8JF0T0A86PSHP,"It's a jealous ka, no?"
01K5JTP1FYMJ01W7MFFGW2PZHB,Maliman ang ikaw ay bibigin ko
01K5JTP1S1XHGV9CDC3ESYY0YG,Ako'y isang bulat na umiibig sayo
01K5JTP224TV6FPPR5VF492BYC,At kahit ano pa ang iyong nakaraan
01K5JTP2BVVX95C0Q2KXJM929T,Mamalim kita maging sino ka ma
01K5JTP2P2RVAGZF2HTXEAD0KM,"Ang tagal ko mo lang laban. Kaya si Serarik, hineritan."
01K5JTP32B8VNPYP2FTEDQ08N5,Kinausap ko ng masinsinan.
01K5JTP3DGR8VBCRVNXQPE02DD,"Sir, baka naman, utang ina binigyan ako baka naman."
01K5JTP3SGYG8DVG0CV11WC4BK,Ano toh lukuhan? Di ata tayo nagkakaintindihan.
01K5JTP44JHWZPPSDSWV3XH394,"Di ko yan gustong kalaban. Hinihingi ko, veterano."
01K5JTP4FWBWPWTDECAYS8ST4E,All gods binigyan mo ko batikan.
01K5JTP4VMKFC5K0MH814XP223,"Tangi na, Shernan, ang kauna-unahang rapper na Dalmatian."
01K5JTP57129ZCDR1APDT8VEDR,Ganito ang mangyayari sa inyo pag nagluta kayo tapos hulugan.
01K5JTP5K0TC7WAH6C0NZXAENE,"Pero epic yung balat, eh. Trialskin yan."
01K5JTP5YTXC37QRYBZKZ0KB6W,Kaya huwag kang maginarte.
01K5JTP6A8AQFZQRT61VGNY8MY,"Hindi yung betelago. Yung sikreto mo, alam na namin."
01K5JTP6NAD58ZSD3T4V4MN482,Huwag muna kaming lukohin.
01K5JTP70CZB1KV5YE6QSJ3RWT,Ba't di ka pa umamin? Mukha lang yung sakit sa unang tingin.
01K5JTP7BBTHT4XXCB58Y1Y9YM,"Pero QR code dyan, subukan yung scanin."
01K5JTP7PWVHA419VSJES0P2SP,Ayos ka din!
01K5JTP818F5JK9YGAGTGEG6A1,"Betelago, betelago."
01K5JTP8C1WRSR04DV91AXYJZW,"Ulol, galis, aso!"
01K5JTP8QXH8ZVTSXWRXWTEB9R,"Tangin akong mabalik ako, arrestuhin ko kayo lahat."
01K5JTP9152FNWXHFAQK4W7RH8,"Kayo, nagpasok sa Congress mag-eleksyon na nalo, say ko, paglabas niyan, pakatapos Rolex na."
01K5JTP9BPK291GQ180A5SKW89,"Pumunta ng Walacanian, Nakatamaraw, paglabas niyan ng Mercedes Benz."
01K5JTP9NVH09RFW3C2JGMSAXS,"Busog kayo lahat. Tingnan ninyo yung mga bahay noon ng mga congressman,"
01K5JTP9ZMGA453QC2ZVP106DX,"Atingang ninyong ngayon kung ano kayaman sila, lalo na yung mga bahay nila sa Manila."
01K5JTPA9T49Y4A6NV5FZR2BX1,Mga wala kayong prinsip yung mga putang ina ninyong.
01K5JTPAKPPRXXJG9BRJ1F1ZVK,"Habang, kaibigan."
01K5JTPB0TC9X8XY7QD4RFQ07P,Lalo ka nangangayayat.
01K5JTPBDRZ2VSTVVK03PKB9ZM,"Habang lumilipas yung panahon, pahaba ka ng pahaba."
01K5JTPBTQ0VS7K00BA6A7WGE3,Yung rapper na tagapampanga?
01K5JTPC7QMR4BQQ1ZYBKHXPXM,Kamusta ng mga panahon umuula ng buhangin at graba?
01K5JTPCNBXD72ED20XQK2SASE,Ikaw pala yung baby inuhak ko ng pala!
01K5JTPD2QTJ01H8W2WRX9SG4J,"Sinyo, totoo ba?"
01K5JTPDG5W837RXSAC36ADD2K,"Na pag nagpapraktis ka, kaya nakausap mo padir, bubong,"
01K5JTPDX485YZG4SYFZK7E2RY,sirang lababo tapos baradong ilong?
01K5JTPE9SCA3V5CFKCMJ2MDB1,"Pamisam-misam, Sinyo, magpraktis ka na kausap ka mga tao."
01K5JTPEQ472NAFFG278VVB49Y,"Hindi yung pag nagkakamali ka, sinasapak mo yung asawa mo."
01K5JTPF4S9A8G77AAX97TEBCQ,Na dati sinasahayin yung buhangin?
01K5JTPFHSBK14QB9NM52JESKH,"Tapos ulang nyo, graba?"
01K5JTPFYWVAFK8R8FDSPQJA6F,"Kaya pala budot-balat ka na, bato-boto ka pa."
01K5JTPGC195NRMAW0APH0PD99,"E, paano yan pagkatumain na kayo?"
01K5JTPGSV43FBTGGT85ZK9R0E,"Pasusunod, suggest ko pagkakain ka ng buhangin at graba,"
01K5JTPH75GMWY21PYJEMQWNHH,samo mo yung pala.
01K5JTPHM9DPZVY9QM73HR8MJJ,"Para magtaraan mo, bahay na."
01K5JTPJ2X5CTGTDYNKVYACGR2,"Putangin na, Sinyo, one week lang may subdivision ka na."
01K5JTPJJ0CZNZZCGM8K82SQV9,"Isang pamilyang payatot,"
01K5JTPJZ8197VXH9CPYTM1MGW,"madaling na araw pumalaot,"
01K5JTPKDBVN007NACNHPP5H2H,nawala yung balansin ng bangka kasi si tatay kumamot.
01K5JTPKVG68QPWJ14A7MJ69SZ,"Impeos nakainin yung pating ang natakot,"
01K5JTPM8CR95FJAH4RYBGGRT3,"tanggilab, 20 ang magkakapatid siya"
01K5JTPMNGBE3GS2AJ5KWX3A61,kasi sa pinuto lang kumot.
01K5JTPN2MPBKVQA7513EKNWN3,"So, sobrong payas ni Sinyo, hindi to tatamaan ang bala sa ghera."
01K5JTPNGDRJVJB0P4WHB6D5G1,"Marami tong pwedeng gawin, kahit na ito magtagong sa pintura."
01K5JTPNYH04AS5DTTWK3S6YTV,Wala ka naman itong sagin mo?
01K5JTPP5ANX9NK7V6QFXPPGFP,Mahal? Usta niyo mura?
01K5JTPPC8RBGK51SKMKPZEWW3,Sagipin niyo fliptop idol.
01K5JTPPMK33ZSS876CGDCE4GM,Sa sagipin.
01K5JTPPWGC1HM47V12HFB85M8,Buhay naman ng fliptop.
01K5JTPQ4E4121ERP180HWD83E,Number one league.
01K5JTPQC8TXJE968RJ3YW2AYZ,Hindi wala kasi akong plano bumatel sa ibang league eh.
01K5JTPQMY55W45DZXBQNZNZQZ,Sorry. Pero...
01K5JTPQWAK3GWV1PM92W05G8N,Ayun. Sa fliptop lang talaga ako.
01K5JTPR48R0PPEDEMW3034ATB,Hindi niyo naman ako nakikita ang lumabas sa ibang battle league.
01K5JTPRCW1FQ22JMZW16J589F,Seniors vs Akata. Pwede naman.
01K5JTPRNCW5VEQKP4F40DP73D,Kaso...
01K5JTPRX2C1CYT7AQJVAF5WG3,Fliptop.
01K5JTPS4XMANCYGR2K7CEZP5Y,Nakapilit na baka
01K5JTPSFGC73XTRDTWB4H1CTH,Kung kin sasa ang mong duha
01K5JTPSSYK6S1TYRJW6WVX4HB,Ang pilipong mong makauban
01K5JTPT4W3RJD344YT87TPSPM,O ipailah-ilas kinikanan
01K5JTPTFRVWFTNXZE33EBT69K,Kihatag ko na ang tanan
01K5JTPTTR147FJWZP6ZZ9TY0B,O ihatag ko pa ang tanan
01K5JTPV5MZ3K6PJFS395EFC9A,Apan
01K5JTPVFPEX6SCCYB17HCHET4,Kung siya man ang mapilian
01K5JTPVV9R7XF5NPDJP8YE97G,Wap ko'y mahimaan
01K5JTPW5HNPGTF40MZ5ANQCHD,Lagi ba siyong masakit ng ulo mo?
01K5JTPWCM9D0T3JTJ2V020ZJ9,"Ala, baka bubo ka?"
01K5JTPWMHXCKW71CY6Y41FAE6,"Isa, dalawa, tatlo, apat."
01K5JTPWYPWZC86JAFZESSRD8T,Apat na pirasa yung binili ko mga sisiko.
01K5JTPX81EYT8HMFAJWW4SFCR,"Ang code dito, dito, 17 mga sis."
01K5JTPXHR9VPCASS3NAKYMV11,"Mi, pwedeng pwedeng mo siya ilagay sa bintana."
01K5JTPXV73NZ1FWJH4Y1P10VZ,Mima ko sa pintuan sa dingding.
01K5JTPY4MMVJPBKJY3D5BGXM1,"Tapos sa sala sa kuwerto, pwedeng pwede."
01K5JTPYE47PB8D96PFSGGGJ0M,"May ang damang design. Yes, mima."
01K5JTPYQW67J6HJMH3JXES7VH,Tapos napakamuro lang ng ating mga 14 na sis.
01K5JTPZ16JF2PJ8VWXSV3FZCA,Ang sukat nito 85 by 190.
01K5JTPZATS2WSYW2MAP4KW2WT,Yung lapag niya 85 cm.
01K5JTPZM9KQ1VGJ9J3FYCFQ0Z,Tapos yung kanyang haba 190 cm.
01K5JTPZXA3E49BNXSDBKWV2VT,Mima ko ang kanyang tela sis ay cotton full stir.
01K5JTQ070CFRA82NZSAS2N1C8,"Ayan, ang code dito sisiko na napili ko ay dito 17."
01K5JTQ0GNS2MQN2F255RPTDNN,Light blue po siya.
01K5JTQ0SGYWNC9RM4T4R6HRS0,Tapos flowers ang kanyang design.
01K5JTQ12H9GQEFP1F2PBYMFP9,Ang kanyang tela sis ay cotton full stir mga sis.
01K5JTQ1C7M7YYPBHC5B79GAMB,O di ba?
01K5JTQ1MMGVEAV2W2B8X0RERA,Mima ko ang ganda ng mga design.
01K5JTQ1XFBB00Z7JBZYHAGM69,Pwede ka makapili din sa ating yellow basket.
01K5JTQ27EC7PCFPE1P0WP089M,"Yes, dalaw, madam, pong sa window mo siya ilagay."
01K5JTQ2GSCNCE97MXDHSB75V5,May pak-napak. Ang ganda sisiko.
01K5JTQ2TCC1TCCN2JS67VZYY4,"Nasa yellow basket natin, madam, ang damang design na pwede mo pagpilihan."
01K5JTQ34TM43MTQFXG7Y8N324,Pwede ka mag-assorted.
01K5JTQ3DDMCFSWVBZ5JZQEXGX,"Anong inaing tayo, mima?"
01K5JTQ3P595JP6GPD5K7HT2SG,Pilikan agad yung ang gusto mga design.
01K5JTQ40BGXT6EQ27C9QQ74CY,Matanak yung sanang urasa!
01K5JTQ47ETAFZT3ZCJSTAZCCF,MATANAK YUNG SANANG URASA!
01K5JTQ4F6KTZ1H4XKEB8NEBAH,Ang albularyo ang bago la sa isang gabi
01K5JTQ4SBGH6JTFR7QWBWAYFS,"Ay, sa ngayong gabi"
01K5JTQ52H5JWGNS1GKFW3PFAB,Sa vlog na to ganun
01K5JTQ5BR5KJTFF6K7H651KQC,Lutang na albularyo ka girl
01K5JTQ5M7RZH4BF5QC8KXHE0T,Aaaaaaa
01K5JTQ5XC005FW1KXABJQCH86,Kaya pala may naaamuy ako dun
01K5JTQ667QYT5VN5QRCSQ1TX1,Ang nakas ng amoy dito day
01K5JTQ6F4R8JZA3X61BBZG7AC,Bakit kaya no?
01K5JTQ6QXYKQGCJ8SQFGJZ904,"CJ, hali ka nga. Amoy naman nga kung anong amoy dito day"
01K5JTQ70TMT7HCJX44J0ZT6NE,Amoy pa day
01K5JTQ7B37290FPRN5YW8ED60,Punta na naman tayo dun sa kanilang second floor
01K5JTQ7M57B6BYDQHSH5WN628,Ang nakas ng energy dun
01K5JTQ7WYW0FC92XBX8XYBKK1,"Kung makikita nyo dito, nutinan nyo"
01K5JTQ85ZTWK7RZ9D1J7CJ6Z9,Ang kalat-kala
01K5JTQ8F8CY22ZPEB31BA9A1J,Ibig sabihin nun
01K5JTQ8R5AZ13SX2J95AQBQ0B,Makalat yung mga tao dito
01K5JTQ91MMDAJHQSMVR9TWAHH,Pag nyo natin isisi sa mga multu yung
01K5JTQ9ADSXH9K13EMXTMDHCJ,Ano? Kalat dito
01K5JTQ9M9DXQM1YNJMF44ZBHT,"Ano, gusto mo ng freestyle?"
01K5JTQ9W3X21HRCTHN12WQTDJ,Gusto mo ng freestyle?
01K5JTQA3YGK6VEXJSS8M2S5KA,Nalala mo ba natmo kay Pistolero?
01K5JTQAC97A73R2B73K761GEY,Hindi ko sa kaya mag-isa. Magtatawag na ako ng ispirito.
01K5JTQATS0MKKSX6X9B3PSR19,Sumanib ka sa kensai to.
01K5JTQB81TMWEDDBE4BHNFX26,"Eto, alam mo LD no? Ang galing mo."
01K5JTQBP6SQVTCWX4FA5SYN2Z,Yung itsyura mo makang gagaw.
01K5JTQC3E7MC2GP1CXSGAVVM9,"Para maiba, gamitin naman natin si Dello para ribattle mo."
01K5JTQCHKXAZ5GWXSCK53RW15,"Ikaw, anong sinasabi mo ng underground?"
01K5JTQCZSE9DG3DY49R0SGQJR,Nagtataka ka pa?
01K5JTQDCEVB7HNJKFR6KK63FG,"E, ikaw yung mukhang lamang lupa, tangina ka!"
01K5JTQDT432VN75DH9KTPEFT1,"Yung mukhang mo, puro lupa."
01K5JTQE7P4HVWQBCX0GXSH3Z2,"Bayak mo, puro buhangin."
01K5JTQEMQ0FN3KDYENET9R69Y,Kaya nga sagapo sa isda ka pinapaen.
01K5JTQF2JP2101PNST1MBTFYS,"Pero hindi kaya ni Dello yun, saka ni Saito."
01K5JTQFG1DQNX9AYDZN3A79HF,Pagsamahin natin si Rychus siya si Ngongi.
01K5JTQFXJ1B8RZNBG379YYMDF,"Mutanginan mo, ah!"
01K5JTQGADMPQMNP0EKYC375R8,Umapalagkama!
01K5JTQGQ9B5ZAT7P7FMV9SKHF,"Makan tutin ko nanay mo, putanginan mo."
01K5JTQH4NTJNNNBK5ZSFJK45Y,"Eto tingnan mo, ah!"
01K5JTQHHZYM41QNEFZPKG3PJM,Pakiyo tarantado!
01K5JTQHZFNB9FGMSAWVZ8HZCC,"Pero sabi nila, mababaw."
01K5JTQJCFY94BCG81S2BAESRX,"Pambata, basic lang daw ako lumetra."
01K5JTQJT58R15GM6P3CVVC01D,Pag di namaamin na magaling ka.
01K5JTQK7K7VXQXFWFGVAAZWR8,"Ako na! Ako na whack, ako na corny, ako na badoy."
01K5JTQKNKC2K4SZECWKEZMTJB,"Naayaw niyong maging ako, pero naging ako yung gusto niyong maging kayo."
01K5JTQM3R0V6XZ02V8DS96CVY,Magaling ka mag-construct pero m-establish pangalan ko.
01K5JTQMH57K1SQD285X82RZXW,T-B-Y! T-B-Y! T-B-Y!
01K5JTQMZKMVAPQ41GPWT279BC,"Ayun, ano, mister champion sa lahat ng liga."
01K5JTQNDAQMKMQFWE34F1SRJ2,T-B-Y! Tingin mo mayayabang mo sa akin mga tropeyo mo at papugay.
01K5JTQNVAF3VECZEMJB674C5V,"Hanggang kelan ka makikipagsuwagan ng sungay, umay, nasa pag-alingan ka pa rin, nasa pasarapan na ako ng buhay!"
01K5JTQPB98KT51AC7KP3Q8F91,"Jupeita, di ba magaling ka sa 1020?"
01K5JTQPKYN438P069Y2CSD50B,"Wala lang, nakita ko lang kayo na karanilang nina naglalaro."
01K5JTQPWAH9G4MV7PCXFF0S5B,"Kisimang maglaro tayo mamay 1020, tapos ikaw yung mother kasi di ba magaling ka?"
01K5JTQQ52HZK4G3ZZ9N66SR2W,Kasi ako magaling dun eh.
01K5JTQQCWSEGNAG9FJ1XAWGVG,"Ang bait-bait talaga ni Jupeita, kaya best friend kita eh."
01K5JTQQN677Y8AXPTDKFYNS9E,Ano yung kinakain mo?
01K5JTQQWVY6GEA4H1CG6RNDQD,Sabo na bilay. Masarap yan?
01K5JTQR4E76XF68S4MZDNWB8S,"Eh, kaya pala sinasabi mo na magaling ako kasi nauuuto ka lang eh."
01K5JTQRCJSJSBHG2PF5XZDS61,"Ang damut nito, hindi na nga tayong maglaro, hindi ka naman magaling eh."
01K5JTQRN5C69JK33WHVEBF197,"Di wag, kala mo dyan ah. Kala mo mautumoko."
01K5JTQRXZP7DC6X9KHK3MF1ZM,"Kailangan, di masakit mo nagsasabi mo sa akin?"
01K5JTQS8276N05B5WMHYFJ4DG,Napatay-guto mo ako?
01K5JTQSH1E61G9WXDMGF8D5JE,Bakit? Di ba yung kasakit?
01K5JTQSTS9D2R2JM1SWJ5W3P5,"Ay, kaong nga, inaulim mo ang kalapate."
01K5JTQT49P4R888CMNZWKMYZ7,"Sabi niya, tara, di mo nila kung huli natin yung kalapate kawain natin."
01K5JTQTECRRTC6VATA0T6ADK7,"O siya yun, siya yun sa pagsabihin mo."
01K5JTQTR0B2S4MHW45BVMNGXY,"Siya pa nanninisin, ating lahat kami sa pagkain, hindi niya nagsabun-mili."
01K5JTQV1X6D30K0NFWCSGXTQN,"Hindi niya nalang hindi, para hindi sa masakit."
01K5JTQVAZQMWQWAZ3RS6DNDDG,"Oh, huwag mo lang si Anuhe, huwag mo lang si Anuhe!"
01K5JTQVMP78CNVBGA7FNQSMS0,"Bakit? Nagigisali ka dito, huwag di ka naman kasali?"
01K5JTQVY3HR8X6QAXJ0ATEG7X,"Oh, bakit? Kasi wala ang pisa ko, iyakdaman si bata siya."
01K5JTQW81S80PTFKYBDYRA4AD,"O buh, wala, iyakdaman."
01K5JTQWH33ZYBXZBTN2W88Y0R,"Oh, bakit din?"
01K5JTQWT5KPNFE8G94FQBV6NM,"Alis ako, hindi naman ako dito eh, bogok pala eh."
01K5JTQX39X6Y91JTTWQFGX4GC,Basta nang mamangka!
01K5JTQXC8EF8X0HHH5GM3K10M,"Hey! Ito din dito, ina-inga-inga!"
01K5JTQXNT6HMD3G033AA5GAJH,Pero paano Anigma pag binisaya ako neto?
01K5JTQXY7JEZQQQV35PG4A7P3,Wala kang ribat doon. Wala kang tiwala?
01K5JTQY6P90G9RTFMTC5FPA4N,Di liman ako si Anigma!
01K5JTQYETNGKDH9SV14VNWRW5,Wala ka nang mabalikan pag ulit mo ng probinsya!
01K5JTQYPV8G2EYACZHZ2EFVVH,Laway ka!
01K5JTQYY6XTHC1YDK206ZWK1X,Waka na higumaa sa imong uyap!
01K5JTQZ64A6YPNX8KTJD1VYN9,"Ang gawin niyo, pag ulit niyo, maghanap ka na lang ng bayot!"
01K5JTQZEMY11PSVF70Y2HFTVJ,Waka na magbalik sa flip top!
01K5JTQZNM0DYCV0XGZD45JZR9,Wala nang ambot sa iyo dito pero mga ambot na sa hip hop!
01K5JTQZYMF514S8FC06JE7TE7,"Y en la noche me imagino devorrandote, arrabandote, provocandote"
01K5JTR07R51H3EAYJTY6PKFHX,"Baila morena, baila morena, perreo pa' los nenes, perreo pa' la nena"
01K5JTR0H4A8KTM42NVWWBAN4E,Nag-aangay kung ano nang next
01K5JTR0SR2MYPYFTGV79XNZMV,Kung pa naging mutakay masin
01K5JTR12MPSDGHDKEFES604GG,Oh ano ba ang nadaraman
01K5JTR1CV6QZ5E32DSZ54JZPP,"Huwag nang paligoy, ligoy, ligoy, paligoy, ligoy pa"
01K5JTR1PTKQK8K8FFR3A36ECQ,Puwede ba huwag ka nang magrama
01K5JTR20V77YPB8E55NJA1AYN,"Kuwento-kuwento ka, tangkos sa bagay-bagay"
01K5JTR2BJ6RMQNFAGXPQTCD05,Pag-usapan namin natin tayo medyo bagay
01K5JTR2PGWM6Q2K4YM9E7DHH3,Bum! Bukin ina mo! Damshot!
01K5JTR2ZWA3CX6NEC9MC9XV55,Naglaku dalawang tinamahang ko!
01K5JTR38FA08K1S5HSSDYDGR5,Putang inag-
01K5JTR3HF3P6W0WZJ5CJTJ0T8,Iban naman talaga maglaro talaga si Reger!
01K5JTR3SNQ1R94CJ0GAW898E4,Bre! Di ba damshot sniper?
01K5JTR4366DVRTW3JBAPTAXNT,Bukin na-
01K5JTR4CJ0STPAMEG22ACD74E,Isang bala!
01K5JTR4P7RBWW2G4ARSH8Y4AE,Dalawa patay puta!
01K5JTR4YP7AQPF58HA2CQH0YA,Parang siga ang dadalisay!
01K5JTR56S9CJQD1JCVV04CJC1,"Bukin ng ina mo, man!"
01K5JTR5F4N2SQC5MAYCXZXM8K,Maman na!
01K5JTR5Q2V0T716AT6XST680F,Bukin na!
01K5JTR5ZY4SNFXF3RPVXAPJ0M,Defend the objective!
01K5JTR68X575P2YZG65BF0F4C,"Ganito gawin mo, para hindi ka baguhin ng pera, ibigay mo nalang sakin."
01K5JTR6K0G7AY8K5483KY7R0G,With Cinia White Dead
01K5JTR6TG4G9E5P29CQHWWDQE,Ang Pundi Day!
01K5JTR73698WCAWX22DKMG8ZV,Pero wag ka
01K5JTR7AVF62886QZEB7NTK2R,Half day pa lang yun e
01K5JTR7J0CV48TNVHRH5RTZDE,Paano pag hinul day ko? Pwede 150 lang
01K5JTR7SSWCPGW56CRBK71JSE,Pwede 150 lang
01K5JTR81V6172KCQ0WHWDFCXG,Pinapatumbak ko ng 3GS
01K5JTR89Q23JVJHB6K9Z1Q64V,Ayun na ayun na
01K5JTR8HT73Y57JJV0CB0KRDV,"Ayun na yun, ayun na yun na yun na ikita ako"
01K5JTR8T1MM76HMKMN9K9BKM4,Puta ayun na
01K5JTR926CV3MYSHYZVMX4C2D,"Dumpala yun, okay?"
01K5JTR99V5HWJMK7PNMMRQ3GC,PUS! Putang ina
01K5JTR9HKWSEH36CKBFBWKPFX,Buti na pos ko
01K5JTR9SEQ8Z7C1VZR7HK7W0A,Kuya Shernan buti na pos ko
01K5JTRA0XWQCXHBACT218VTP8,Hindi ka tumumba agad
01K5JTRA8AHVRZ4ZGMRXR921H2,"Putang inang kitig ni Shernan, parang Michael Jackson"
01K5JTRAFQB9ZSY96G4ZF7H0CM,"ano ina, oy, ina sobraan"
01K5JTRAQKB0DJTBEPB64TAY1G,"Sobraan, diba?"
01K5JTRAZECVSHFKMXK1S4VXV2,"Buti na pos ko, balik natin kuya"
01K5JTRB7P3HB11DWFEEQ1WVZA,Maroonong na ako mag parkour eh
01K5JTRBK2CWQKT2DM4SCM4510,Ano yung game parkour?
01K5JTRBXZF29HZ7WD9HV8NHHG,"Puking ina mo, patay"
01K5JTRC914J0MAWY4T806V5ZM,"Puking ina, may mga naglaglagan, ano yun?"
01K5JTRCMBW4VY8BJR29D1DN49,"Nak, asa na kayo?"
01K5JTRD01HTHGF6TJ69YNHVHF,"Magigingat ka, gagok ka!"
01K5JTRDARKXFFDF4T50GEDXQ2,Naginawa sa competent ko!
01K5JTRDP6PTXKCZ3B527BA1RW,"Putang ina, unaulo, ayan"
01K5JTRE16KNX4HS8NMDAX1V4R,Ano kaya maganda nakawan mga anak?
01K5JTRECCY2DT68NWV0PDK4M7,"May mga may mayayaman dito, tatay"
01K5JTREQT4J2JGN13H1R15WSE,"Ah, mag-aanap tayong mayamang tao, okay?"
01K5JTRF30EHWW9A53JR1ZMMA2,"Tapos, lalapitan nyo"
01K5JTRFECXN893JG3XMZYKYPR,"Kamo, sasabihin nyo na"
01K5JTRFST3HHZHW6DQA1E5EYX,"Yung mama ko namin, sobrang sexy"
01K5JTRG589HEQW39S503RHZAW,"Gusto pong gumawa ng anak, kasama kayo"
01K5JTRGGFHDMTBM8JGSKMVJTR,"So, dapat tigang yun"
01K5JTRGVN1YKZDMG8ZVHKJ7WF,"Tangi na, tiyaka na"
01K5JTRH7X6N9JEV5A58GQPBPM,Yago bitch you drive me crazy
01K5JTRHY2WMGF708V483KZHZZ,Puntik na ako bumilis sa mall ng acid wash na sombrelo kagaya nito
01K5JTRJ7B5EGV598WWCNE0MZX,pero mabuti na lang nagtingin muna ako dito sa TikTok
01K5JTRJG1DYJN66XBKX7N7N44,Ang ganda kasi ng sombrelo na to boss and madam
01K5JTRJR9MEXF81P3FA3JHQDX,"kung mapapansin nyo, is napakalakas na maka retro and vintage na dating"
01K5JTRK11AZ3X3P0M5EJT89VC,tapos acid wash na rin
01K5JTRK94Q5V0M9PS26SJS93B,Napakaganda na rin talaga ng quality and worth it
01K5JTRKJK9MM7F2CDDSGA61K1,kasi alam mo bang hindi lalagpas ng 90 to
01K5JTRKTP5QEX3EJAW1XJM161,Adjustable na rin pali ng likod niyan boss and madam
01K5JTRM2ZQSF5G85J05J2ANHZ,kaya kasi to sa mga malalakiman or maliit na ulo
